"","covariate","exposure","outcome"
"1",-0.622268338953655,0.0331784386266457,-0.429296218852985
"2",1.13695102331936,0.362695179571251,2.67481616810894
"3",-0.237866702236971,0.24218009500675,-0.647128454516171
"4",1.52900113496984,1.46326544649597,2.23814864559896
"5",-0.154498672011415,0.779136296381421,1.04430593109573
"6",1.23644847889952,1.30846964467451,0.748125204901386
"7",0.386325118305522,-0.45588925747086,-1.04284745077972
"8",0.532142944403255,-0.61781670822383,1.64797792774981
"9",-0.203396214218587,-0.451769048232335,0.0955180835959786
"10",0.272737121646357,-0.693581269286108,1.08235247167183
"11",1.36457567954052,1.38110215952588,0.841831826809368
"12",-0.582783595061375,0.444843993527077,1.08078018919064
"13",-0.312582414097226,-1.00040608554822,-0.644369033445697
"14",-1.05362455791413,-0.279404455372259,-2.49824770057911
"15",-0.718887955360892,0.493437564520532,-0.111819432679656
"16",-1.05254040677915,-2.09860199022126,-2.17944655575699
"17",-0.844141288630744,-0.180775987445806,-0.172344299358284
"18",1.14208478519378,0.680244988744758,1.13428476019733
"19",1.94790699336232,2.3383693198778,3.07909723426668
"20",-0.451283607009168,-0.832234817815897,-0.409214835072546
"21",0.669571612243778,2.03158329175907,3.47882452051106
"22",0.126900274072123,-0.310947207312858,-0.944811411301228
"23",-0.727329682956263,-0.245233110085232,-0.627856869300263
"24",-0.815180298013266,-2.37209923038766,-1.60085615786055
"25",0.767841999173505,0.304201194039395,0.640166183595929
"26",0.844674466654022,-0.642723768957473,1.64165775381603
"27",0.718613076336841,-0.505627852267688,-0.747275801378089
"28",0.349258662368631,1.41948158693007,1.17333561821923
"29",0.508655011660121,-0.135625815653091,-0.226867435359965
"30",-0.766125570554269,1.06134015470035,-0.945274526771271
"31",1.26921419288323,1.99037670110624,2.93685337484601
"32",0.604466379919704,-0.583738830448365,0.228656213405159
"33",0.933793865852339,-0.4836111797509,1.78826842691473
"34",0.514989513395414,-0.25353964649545,-1.66394625224933
"35",0.65536852620182,0.405853953656458,0.450996645471567
"36",-0.149324376397445,0.0876518710219841,-1.03627211593623
"37",0.419116767705547,-0.810015926138336,-0.49707076656433
"38",-2.17838563009799,-2.06587955702568,-1.71674842342692
"39",0.808325787375558,1.01424796991783,2.81323261606973
"40",-1.39937456399294,-1.45235392532258,-2.78916485182981
"41",0.388746477136175,0.167691545252384,-0.856603166889608
"42",-0.761542694641926,-0.0472052901641198,0.757099927696942
"43",0.030238894335919,-0.646427531723789,1.5784465046524
"44",-0.761982415459779,-0.857903637050424,-0.801822878520478
"45",-0.85453344276849,-0.692154773534205,-0.87922049994444
"46",-0.486752722183349,-1.77566431262473,-0.609061175459256
"47",0.851582502139194,1.01576413551585,1.02592136431336
"48",0.020615192416265,-0.848903534387635,-0.384770339778304
"49",1.19650338439664,0.695199336150322,0.0706997194007939
"50",0.256451323223831,0.399017915131411,0.973951615387679
"51",-0.518006788733637,-0.379204644236207,-1.04522627020727
"52",0.320704020635452,2.20520543848928,2.61684609515754
"53",-0.302404408968337,0.0725471393448998,-0.397827243488849
"54",1.12546760311943,0.181698422019993,0.859017819557768
"55",0.718003793811728,0.0180951934198448,0.209005083430594
"56",-1.06203886191537,-0.307656554630141,0.911663220926785
"57",0.983636878431792,-0.0249996431842646,-0.0438848203363693
"58",-0.353867789249896,-1.42444035058213,-1.51488729722982
"59",-1.25872537857147,-1.69063795004881,-1.89614313193835
"60",-0.407043713567269,-1.70982275557898,0.166401686009939
"61",-0.668468171536164,-0.77769442655013,-1.22443176686467
"62",0.142244560349452,2.04283800374991,0.91416729899276
"63",0.341238697009786,0.150479821025361,0.432680783927231
"64",-1.7070501905092,-0.896215493621197,-3.11950379204911
"65",0.653951040982028,2.444237915102,2.93519323696701
"66",-2.2208319675478,-4.45578698993477,-4.50558454991073
"67",1.45735493474851,1.92683033034686,2.74355218347794
"68",0.470515466084083,-0.454655102170758,1.05201747928845
"69",2.13939781876896,3.17684689463067,2.31585280582865
"70",-0.462171921697953,0.907240447046647,0.119913619358246
"71",-0.19473616581753,-0.648591551136149,-1.31237937415743
"72",-2.03856241283299,-2.12276977029355,-4.94942165393316
"73",-0.740396377042493,0.282264301899066,-0.685265606959496
"74",-0.109154692714838,-0.584444627786863,-1.04969757919874
"75",0.044932072345683,0.486051165059534,-0.904688988430411
"76",-1.30952548648233,-0.72692214899846,-2.35976763574933
"77",2.07460124419239,1.66955999338845,3.08504284586742
"78",1.00644656050324,0.599198837471556,0.984402573667193
"79",0.209330220336093,1.32452517688947,-0.187869871230286
"80",0.54262065428174,1.07996222692498,1.75532000571328
"81",-2.49297368720585,-1.80829263241241,-3.93112979387739
"82",-1.62993916028694,-0.379478872371893,-3.30435075802219
"83",1.4879542658422,0.430473820223518,3.2474778804281
"84",0.798309131230237,2.04930362746495,0.831541846045931
"85",0.299979511357845,1.46580926945425,-0.434059450300059
"86",-0.40272758215849,-2.84585237449775,-2.82092155428763
"87",-0.561560190092565,-0.421415623846102,0.887283070486952
"88",-0.382815942170962,-0.722846398037442,0.736240927926557
"89",0.277930076716615,1.82315367767269,0.321593245380585
"90",0.0382822255512409,-0.843109641794996,-0.255523400217349
"91",-0.484650092501635,-0.697681733897387,-3.35153721652626
"92",-0.663916739612396,-1.85419594233201,-1.65152269989624
"93",1.46655604866615,1.91621930924665,1.67434524124658
"94",-1.87284819746999,-2.37445042680867,-2.50680708256131
"95",0.244612338123863,0.0606387122780743,-0.322380408550071
"96",0.187850445190974,1.47208991461683,0.731903202214603
"97",-0.281834255054175,-0.848944925503872,-1.59431040598397
"98",0.24767186042127,1.39789539088434,2.05025133632683
"99",0.161270965395533,-1.24739354063358,-1.80057305777283
"100",-0.0180729055256822,-0.622425828112012,1.25711279296112
