"","u1","u2","covariate","exposure","outcome"
"1",0.544050356151402,-1.35465646734077,5.23680515867991,2.45115459319011,-0.142504816386512
"2",0.0856001010207717,0.131291074218161,-0.0476462622033913,0.976478989542839,0.711354930087159
"3",0.674619290974151,-0.461274734010112,6.37745920501335,0.282987926008006,-0.19842652052477
"4",1.8961460040817,0.580910185869835,15.8668419178358,1.96134571477118,4.18839841311447
"5",0.350691718639862,-1.70918341404783,0.796247286136161,0.854927575908897,-1.84574127328671
"6",-0.0201838878646611,-0.881150884481894,-1.59011365367664,-0.0571924416895396,-1.49077249537241
"7",-0.244443674731251,0.506297049442501,-1.24606573291474,1.00983658126836,0.100521643327043
"8",0.68959467320155,1.74873508050582,8.52360656362596,1.48231428156262,4.99250380351944
"9",0.0400416945247377,-0.449364242692632,-0.0550503537619748,-0.607721719943635,-1.32771378069887
"10",-0.196884951280778,1.85584100116909,-0.661927273105557,0.560667879302548,3.02910304507325
"11",-0.760076286041817,-0.839935889412941,-6.69991406905827,-1.56670083818781,-3.07689693864651
"12",-0.288727436129931,-2.98030554769792,-4.99851375083332,-2.28764833568821,-6.75154057152949
"13",-1.53705799391117,-0.35468925379447,-12.5445545515277,-2.53096893303115,-2.56026178897063
"14",-1.57550093129581,-1.22060543864494,-12.9344545959666,-0.377109703182204,-1.87305266754843
"15",-1.1960934586991,0.449762004534676,-8.69758591794534,-2.41285046080253,-3.26068503361969
"16",-1.44312759106061,0.00628626363129092,-10.7347221408412,-1.29755975585899,-1.61980323808063
"17",-1.14090789410391,0.349948386168786,-7.69225542183049,-0.798589616668439,-0.4345856663834
"18",-0.78072499685728,0.78998114881302,-5.71972550013723,0.0880786547244072,1.80336538107618
"19",0.497359141008949,0.404849158640203,3.1017813376321,0.901580820224805,1.36975898464885
"20",-0.890241818623323,1.46746733474197,-5.71112124684849,-2.52820912357431,-2.02439009582074
"21",1.35746767254159,0.889916313910958,12.2896176751271,2.79004145439546,4.64106691235136
"22",0.55603646575105,0.281653019142108,4.54999996958059,0.722665355224063,1.25774742434196
"23",-1.27104209511561,-1.03798216393275,-10.5907439637006,-0.372761282420175,-1.77971490066916
"24",0.762181238383322,0.208063610314233,6.07439796737033,2.24982152438776,3.47208048902088
"25",1.38332851751201,-0.0394835618135445,11.1427996974444,2.76916734355423,1.76461203687486
"26",-1.99840008813268,1.16593199209915,-15.2831335356021,-2.17066470065059,-2.77970115704401
"27",-0.396540767577809,1.1918633120817,-3.21231506368335,1.15489572067176,3.23269142256818
"28",-1.05289595473437,0.0266478697973266,-10.2962022380862,-1.98357401044088,-1.90161293366565
"29",-0.170667400566797,1.07800437119421,-0.175316180507939,-0.756265877967794,-0.0487468255861159
"30",-1.19725908307088,2.36326556924505,-6.84294045775846,-1.03287282867564,2.28671996504197
"31",0.00605310340135497,-0.0802454121204162,-0.533866420394054,2.11752256497862,1.08530904687814
"32",-0.119078701881228,-0.0740449683027737,0.0569504571406521,-0.67186606847523,-0.0826041376929488
"33",0.261929405950517,-0.638385729466912,1.55089010698647,2.64851917025766,0.892525564297795
"34",0.0426530957215624,-0.539424237964055,1.35463087961919,0.690301590518819,1.75116011982432
"35",1.11441722533491,-1.72068774536525,7.09082227153653,2.55426119281944,-1.00270180956577
"36",-1.01980486348278,0.646206739715389,-6.88511224382053,-4.00181759691891,-3.55140349872448
"37",-0.349602092831191,-0.899296666324547,-3.05088247035615,-0.394081272488753,-1.78238125402597
"38",-0.889177340561107,0.600170399289732,-7.07495412153475,-1.09272359120053,-0.36207471332626
"39",0.476130848984503,0.194169463926371,2.39436915919426,1.88890790353125,1.48833546388698
"40",0.864702080126202,-0.57928095166115,5.74623346525715,0.898894234208156,-0.350355391538205
"41",0.644509721068851,0.239533532945718,6.34579607448819,0.236302524031739,-0.447438632313087
"42",-0.631104725801101,-1.64117499970686,-7.6746933101869,-0.852180937391178,-2.1097175389103
"43",0.27670541302626,-0.00873594617587908,3.51677113142315,-0.452030879798409,0.613667214281471
"44",-0.480378103271344,0.864953881794221,-2.52636536968074,0.130819158873736,0.883085098942934
"45",0.364226919838494,-0.361660436898618,2.53661582720751,0.599511607993866,0.867427495587427
"46",0.598762474428607,-0.738509999852234,3.15418769589408,0.608538255278576,-0.0946949534690051
"47",0.607750685571875,0.463384148166049,4.82587068820339,2.21235150619163,3.41333389374289
"48",1.75542554011713,0.853840764649323,15.4673387122947,2.3314937234779,2.02185892277224
"49",-0.0410997811544083,0.102898759300111,0.799787916465581,-1.66832486441339,-1.27462425400736
"50",-0.123702564999835,-0.717695067473078,-1.98053056601345,-1.16088536910202,-2.50920216309721
"51",-0.030747273441665,-0.109723744590471,-0.870287413907938,-1.49123188173952,-2.49713896079674
